run_id,event_num,wrapper,container,raw_command,description,primary_program,programs,action,files,n_files,line_ranges,lines_read,search_pattern,has_shell_op,is_loop,output_tokens,run_mode,vuln_id,project,is_crash_resolved,loc_source,has_loc_context
arvo-42531092-vul-1773869907-patch,10,docker,vulnscan,"docker exec vulnscan sed -n '3304,3440p' parser.c",Read xmlParseNameComplex for parallel safe pattern,sed,"[""sed""]",read,"[""parser.c""]",1,"[[3304, 3440]]",137,,False,False,21,patch,42531092,libxml2,,arvo-42531092-vul1773376291,True
arvo-42531092-vul-1773869907-patch,13,docker,vulnscan,docker exec vulnscan grep -n 'define BASE_PTR\|define CUR_PTR\|define CUR_CHAR' parser.c,"Find macro definitions for BASE_PTR, CUR_PTR, CUR_CHAR",grep,"[""grep""]",search,"[""parser.c""]",1,[],0,define BASE_PTR\|define CUR_PTR\|define CUR_CHAR,True,False,26,patch,42531092,libxml2,,arvo-42531092-vul1773376291,True
arvo-42531092-vul-1773869907-patch,15,docker,vulnscan,"docker exec vulnscan sed -n '3504,3515p' parser.c",Read exact context around line 3508 for precise indentation,sed,"[""sed""]",read,"[""parser.c""]",1,"[[3504, 3515]]",12,,False,False,1,patch,42531092,libxml2,,arvo-42531092-vul1773376291,True
arvo-42531092-vul-1773869907-patch,16,docker,vulnscan,"docker exec vulnscan sed -n '3404,3420p' parser.c",Read the parallel safety check in xmlParseNameComplex,sed,"[""sed""]",read,"[""parser.c""]",1,"[[3404, 3420]]",17,,False,False,1,patch,42531092,libxml2,,arvo-42531092-vul1773376291,True
arvo-42531092-vul-1773869907-patch,17,docker,vulnscan,"docker exec vulnscan sed -n '3395,3412p' parser.c",Read the safety check block with proper context lines,sed,"[""sed""]",read,"[""parser.c""]",1,"[[3395, 3412]]",18,,False,False,19,patch,42531092,libxml2,,arvo-42531092-vul1773376291,True
arvo-42531092-vul-1773869907-patch,18,docker,vulnscan,"docker exec vulnscan sed -n '3390,3415p' parser.c",Read full safety check with the if condition,sed,"[""sed""]",read,"[""parser.c""]",1,"[[3390, 3415]]",26,,False,False,21,patch,42531092,libxml2,,arvo-42531092-vul1773376291,True
arvo-42531092-vul-1773869907-patch,21,docker,vulnscan,"docker exec vulnscan cat -A parser.c | sed -n '3504,3512p'",Check tabs vs spaces in the vulnerable code region,cat,"[""cat"", ""sed""]",read,"[""parser.c""]",1,"[[3504, 3512]]",9,,True,False,8,patch,42531092,libxml2,,arvo-42531092-vul1773376291,True
arvo-42531092-vul-1773869907-patch,22,docker,vulnscan,"docker exec vulnscan cat -A parser.c | sed -n '3393,3403p'",Check tabs vs spaces in the parallel safe code,cat,"[""cat"", ""sed""]",read,"[""parser.c""]",1,"[[3393, 3403]]",11,,True,False,8,patch,42531092,libxml2,,arvo-42531092-vul1773376291,True
arvo-42531092-vul-1773869907-patch,25,docker,vulnscan,docker exec vulnscan grep -n 'ptrdiff_t\|#include.*stddef\|#include.*libxml' parser.c,Check if ptrdiff_t is available in parser.c,grep,"[""grep""]",search,"[""parser.c""]",1,[],0,ptrdiff_t\|#include.*stddef\|#include.*libxml,True,False,8,patch,42531092,libxml2,,arvo-42531092-vul1773376291,True
arvo-42531092-vul-1773869907-patch,28,docker,vulnscan,"docker exec vulnscan sed -n '3504,3512p' parser.c",Read exact lines 3504-3512 for final diff construction,sed,"[""sed""]",read,"[""parser.c""]",1,"[[3504, 3512]]",9,,False,False,8,patch,42531092,libxml2,,arvo-42531092-vul1773376291,True
arvo-42531092-vul-1773869907-patch,32,docker,vulnscan,docker exec vulnscan sed -n '3507p' parser.c,Verify exact content of line 3507,sed,"[""sed""]",read,"[""parser.c""]",1,[],1,,False,False,1,patch,42531092,libxml2,,arvo-42531092-vul1773376291,True
arvo-42531092-vul-1773869907-patch,33,docker,vulnscan,"docker exec vulnscan sed -i '3507a\    if (CUR_PTR - BASE_PTR < (ptrdiff_t) startPosition + len) {\n        /*\n         * Buffer was reset during parsing. Check the buffer size to\n         * avoid passing an invalid pointer to xmlDictLookupHashed.\n         */\n        xmlFatalErr(ctxt, XML_ERR_INTERNAL_ERROR,\n                    ""unexpected change of input buffer"");\n        return(ret);\n    }' parser.c",Apply the safety check fix after line 3507,sed,"[""sed""]",edit,"[""parser.c""]",1,[],0,,True,False,21,patch,42531092,libxml2,,arvo-42531092-vul1773376291,True
arvo-42531092-vul-1773869907-patch,35,docker,vulnscan,"docker exec vulnscan sed -n '3504,3512p' parser.c",Verify the file is still unmodified,sed,"[""sed""]",read,"[""parser.c""]",1,"[[3504, 3512]]",9,,False,False,9,patch,42531092,libxml2,,arvo-42531092-vul1773376291,True
arvo-42531092-vul1773376291,5,docker,vulnscan,"docker exec vulnscan sed -n '450,500p' /src/libxml2/dict.c",Read dict.c around the crash line 471,sed,"[""sed""]",read,"[""/src/libxml2/dict.c""]",1,"[[450, 500]]",51,,False,False,1,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,6,docker,vulnscan,"docker exec vulnscan sed -n '1000,1030p' /src/libxml2/buf.c",Read buf.c around line 1014 where the empty string literal is defined,sed,"[""sed""]",read,"[""/src/libxml2/buf.c""]",1,"[[1000, 1030]]",31,,False,False,1,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,7,docker,vulnscan,"docker exec vulnscan sed -n '680,700p' /src/libxml2/dict.c",Read xmlDictLookupInternal around line 692,sed,"[""sed""]",read,"[""/src/libxml2/dict.c""]",1,"[[680, 700]]",21,,False,False,1,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,10,docker,vulnscan,"docker exec vulnscan sed -n '3470,3580p' /src/libxml2/parser.c",Read xmlParseNCNameComplex and xmlParseNCName around lines 3508-3573,sed,"[""sed""]",read,"[""/src/libxml2/parser.c""]",1,"[[3470, 3580]]",111,,False,False,8,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,11,docker,vulnscan,"docker exec vulnscan sed -n '840,860p' /src/libxml2/dict.c",Read xmlDictLookupHashed around line 849,sed,"[""sed""]",read,"[""/src/libxml2/dict.c""]",1,"[[840, 860]]",21,,False,False,8,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,14,docker,vulnscan,docker exec vulnscan grep -n 'define NEXTL\|define CUR_CHAR\|define GROW\|define CUR_PTR\|define BASE_PTR' /src/libxml2/parser.c,"Find macro definitions for NEXTL, CUR_CHAR, GROW, CUR_PTR, BASE_PTR",grep,"[""grep""]",search,"[""/src/libxml2/parser.c""]",1,[],0,define NEXTL\|define CUR_CHAR\|define GROW\|define CUR_PTR\|define BASE_PTR,True,False,1,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,15,docker,vulnscan,docker exec vulnscan grep -n 'xmlParserGrow' /src/libxml2/parser.c,Find xmlParserGrow function references in parser.c,grep,"[""grep""]",search,"[""/src/libxml2/parser.c""]",1,[],0,xmlParserGrow,False,False,1,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,16,docker,vulnscan,"docker exec vulnscan sed -n '2145,2185p' /src/libxml2/parser.c",Read GROW and NEXTL macro definitions,sed,"[""sed""]",read,"[""/src/libxml2/parser.c""]",1,"[[2145, 2185]]",41,,False,False,25,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,17,docker,vulnscan,docker exec vulnscan grep -n 'xmlParserGrow' /src/libxml2/parserInternals.c,Find xmlParserGrow function definition in parserInternals.c,grep,"[""grep""]",search,"[""/src/libxml2/parserInternals.c""]",1,[],0,xmlParserGrow,False,False,25,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,18,docker,vulnscan,"docker exec vulnscan sed -n '567,620p' /src/libxml2/parserInternals.c",Read xmlParserGrow function,sed,"[""sed""]",read,"[""/src/libxml2/parserInternals.c""]",1,"[[567, 620]]",54,,False,False,24,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,21,docker,vulnscan,docker exec vulnscan grep -n 'xmlCurrentChar' /src/libxml2/parserInternals.c,Find xmlCurrentChar function,grep,"[""grep""]",search,"[""/src/libxml2/parserInternals.c""]",1,[],0,xmlCurrentChar,False,False,8,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,22,docker,vulnscan,"docker exec vulnscan sed -n '861,950p' /src/libxml2/parserInternals.c",Read xmlCurrentChar function,sed,"[""sed""]",read,"[""/src/libxml2/parserInternals.c""]",1,"[[861, 950]]",90,,False,False,25,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,25,docker,vulnscan,docker exec vulnscan grep -n 'xmlBufUpdateInput' /src/libxml2/buf.c,Find xmlBufUpdateInput function,grep,"[""grep""]",search,"[""/src/libxml2/buf.c""]",1,[],0,xmlBufUpdateInput,False,False,8,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,26,docker,vulnscan,"docker exec vulnscan sed -n '1024,1060p' /src/libxml2/buf.c",Read xmlBufUpdateInput function,sed,"[""sed""]",read,"[""/src/libxml2/buf.c""]",1,"[[1024, 1060]]",37,,False,False,21,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,29,docker,vulnscan,"docker exec vulnscan sed -n '3475,3515p' /src/libxml2/parser.c",Get exact line numbers for xmlParseNCNameComplex,sed,"[""sed""]",read,"[""/src/libxml2/parser.c""]",1,"[[3475, 3515]]",41,,False,False,10,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,30,docker,vulnscan,docker exec vulnscan grep -n 'INPUT_CHUNK' /src/libxml2/parserInternals.c,Find INPUT_CHUNK definition,grep,"[""grep""]",search,"[""/src/libxml2/parserInternals.c""]",1,[],0,INPUT_CHUNK,False,False,10,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,31,docker,vulnscan,docker exec vulnscan grep -n 'define INPUT_CHUNK' /src/libxml2/parser.c,Find INPUT_CHUNK definition,grep,"[""grep""]",search,"[""/src/libxml2/parser.c""]",1,[],0,define INPUT_CHUNK,False,False,19,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,32,docker,vulnscan,"docker exec vulnscan sed -n '3488,3510p' /src/libxml2/parser.c",Get exact line numbers for critical lines in xmlParseNCNameComplex,sed,"[""sed""]",read,"[""/src/libxml2/parser.c""]",1,"[[3488, 3510]]",23,,False,False,19,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,33,docker,vulnscan,docker exec vulnscan grep -rn 'define INPUT_CHUNK' /src/libxml2/,Find INPUT_CHUNK definition anywhere in libxml2,grep,"[""grep""]",search,[],0,[],0,define INPUT_CHUNK,False,False,24,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,34,docker,vulnscan,docker exec vulnscan grep -n 'startPosition\|BASE_PTR\|CUR_CHAR\|NEXTL\|xmlDictLookupHashed' /src/libxml2/parser.c,Find exact line numbers for key references in parser.c,grep,"[""grep""]",search,"[""/src/libxml2/parser.c""]",1,[],0,startPosition\|BASE_PTR\|CUR_CHAR\|NEXTL\|xmlDictLookupHashed,True,False,24,loc,42531092,libxml2,,,
arvo-42531092-vul1773376291,37,docker,vulnscan,"docker exec vulnscan sed -n '8780,8835p' /src/libxml2/parser.c",Read xmlParseQNameHashed function,sed,"[""sed""]",read,"[""/src/libxml2/parser.c""]",1,"[[8780, 8835]]",56,,False,False,10,loc,42531092,libxml2,,,
arvo-42531112-vul-1773870678-patch,4,docker,vulnscan,"docker exec vulnscan sed -n '640,700p' ext/pcre/php_pcre.c",Read vulnerable code region around lines 640-700,sed,"[""sed""]",read,"[""ext/pcre/php_pcre.c""]",1,"[[640, 700]]",61,,False,False,8,patch,42531112,php-src,,arvo-42531112-vul1773375957,True
arvo-42531112-vul-1773870678-patch,7,docker,vulnscan,"docker exec vulnscan sed -n '655,665p' ext/pcre/php_pcre.c",Get exact line content around vulnerable lines 658-659,sed,"[""sed""]",read,"[""ext/pcre/php_pcre.c""]",1,"[[655, 665]]",11,,False,False,8,patch,42531112,php-src,,arvo-42531112-vul1773375957,True
arvo-42531112-vul-1773870678-patch,10,docker,vulnscan,"docker exec vulnscan cat -A ext/pcre/php_pcre.c | sed -n '655,665p'",Show whitespace characters (tabs as ^I) for lines 655-665,cat,"[""cat"", ""sed""]",read,"[""ext/pcre/php_pcre.c""]",1,"[[655, 665]]",11,,True,False,9,patch,42531112,php-src,,arvo-42531112-vul1773375957,True
arvo-42531112-vul-1773870678-patch,13,docker,vulnscan,docker exec vulnscan grep -n 'string.h' ext/pcre/php_pcre.c,Check if string.h is already included,grep,"[""grep""]",search,"[""string.h"", ""ext/pcre/php_pcre.c""]",2,[],0,,False,False,8,patch,42531112,php-src,,arvo-42531112-vul1773375957,True
arvo-42531112-vul-1773870678-patch,15,docker,vulnscan,docker exec vulnscan grep -n '#include' ext/pcre/php_pcre.c,List all includes in the file,grep,"[""grep""]",search,"[""ext/pcre/php_pcre.c""]",1,[],0,#include,False,False,8,patch,42531112,php-src,,arvo-42531112-vul1773375957,True
arvo-42531112-vul-1773870678-patch,18,docker,vulnscan,docker exec vulnscan grep -n 'char \*pp' ext/pcre/php_pcre.c,Find declaration of pp variable,grep,"[""grep""]",search,"[""ext/pcre/php_pcre.c""]",1,[],0,char \*pp,False,False,8,patch,42531112,php-src,,arvo-42531112-vul1773375957,True
arvo-42531112-vul-1773870678-patch,19,docker,vulnscan,"docker exec vulnscan sed -n '600,640p' ext/pcre/php_pcre.c",Find variable declarations earlier in the function,sed,"[""sed""]",read,"[""ext/pcre/php_pcre.c""]",1,"[[600, 640]]",41,,False,False,24,patch,42531112,php-src,,arvo-42531112-vul1773375957,True
arvo-42531112-vul1773375957,5,docker,vulnscan,"docker exec vulnscan sed -n '640,720p' /src/php-src/ext/pcre/php_pcre.c",Read php_pcre.c lines 640-720 around the crash,sed,"[""sed""]",read,"[""/src/php-src/ext/pcre/php_pcre.c""]",1,"[[640, 720]]",81,,False,False,1,loc,42531112,php-src,,,
arvo-42531112-vul1773375957,8,docker,vulnscan,"docker exec vulnscan sed -n '580,645p' /src/php-src/ext/pcre/php_pcre.c",Read function signature and early delimiter handling,sed,"[""sed""]",read,"[""/src/php-src/ext/pcre/php_pcre.c""]",1,"[[580, 645]]",66,,False,False,3,loc,42531112,php-src,,,
arvo-42531112-vul1773375957,10,docker,vulnscan,"docker exec vulnscan sed -n '658,660p' /src/php-src/ext/pcre/php_pcre.c",Read exact lines 658-660 for the vulnerable code,sed,"[""sed""]",read,"[""/src/php-src/ext/pcre/php_pcre.c""]",1,"[[658, 660]]",3,,False,False,1,loc,42531112,php-src,,,
arvo-42531212-vul-1773719147-loc,5,docker,vulnscan,"docker exec vulnscan sed -n '350,450p' /src/libxml2/HTMLparser.c",Read htmlCurrentChar function around lines 350-450,sed,"[""sed""]",read,"[""/src/libxml2/HTMLparser.c""]",1,"[[350, 450]]",101,,False,False,1,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,6,docker,vulnscan,docker exec vulnscan ls /src/libxml2/,List project directory contents,ls,"[""ls""]",list,[],0,[],0,,False,False,1,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,9,docker,vulnscan,"docker exec vulnscan grep -n '' /src/libxml2/HTMLparser.c | sed -n '365,460p'",Read htmlCurrentChar with line numbers (lines 365-460),grep,"[""grep"", ""sed""]",search,"[""/src/libxml2/HTMLparser.c""]",1,"[[365, 460]]",96,,True,False,10,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,12,docker,vulnscan,"docker exec vulnscan grep -n '' /src/libxml2/parserInternals.c | sed -n '560,640p'",Read xmlParserGrow function around line 602,grep,"[""grep"", ""sed""]",search,"[""/src/libxml2/parserInternals.c""]",1,"[[560, 640]]",81,,True,False,26,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,15,docker,vulnscan,"docker exec vulnscan rg -n ""xmlBufUpdateInput"" /src/libxml2/buf.c",Find xmlBufUpdateInput in buf.c,rg,"[""rg""]",search,"[""/src/libxml2/buf.c""]",1,[],0,xmlBufUpdateInput,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,16,docker,vulnscan,"docker exec vulnscan grep -n '' /src/libxml2/buf.c | sed -n '380,460p'",Read xmlBufGrowInternal around line 412,grep,"[""grep"", ""sed""]",search,"[""/src/libxml2/buf.c""]",1,"[[380, 460]]",81,,True,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,17,docker,vulnscan,"docker exec vulnscan grep -n ""xmlBufUpdateInput"" /src/libxml2/buf.c",Find xmlBufUpdateInput in buf.c,grep,"[""grep""]",search,"[""/src/libxml2/buf.c""]",1,[],0,xmlBufUpdateInput,False,False,24,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,18,docker,vulnscan,"docker exec vulnscan sed -n '380,460p' /src/libxml2/buf.c",Read xmlBufGrowInternal around line 412,sed,"[""sed""]",read,"[""/src/libxml2/buf.c""]",1,"[[380, 460]]",81,,False,False,24,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,20,docker,vulnscan,"docker exec vulnscan sed -n '1010,1060p' /src/libxml2/buf.c",Read xmlBufUpdateInput function,sed,"[""sed""]",read,"[""/src/libxml2/buf.c""]",1,"[[1010, 1060]]",51,,False,False,9,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,23,docker,vulnscan,"docker exec vulnscan sed -n '3160,3230p' /src/libxml2/HTMLparser.c",Read htmlParseCharDataInternal around line 3185,sed,"[""sed""]",read,"[""/src/libxml2/HTMLparser.c""]",1,"[[3160, 3230]]",71,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,24,docker,vulnscan,"docker exec vulnscan grep -n ""xmlSwitchEncoding\b"" /src/libxml2/encoding.c",Find xmlSwitchEncoding function in encoding.c,grep,"[""grep""]",search,"[""/src/libxml2/encoding.c""]",1,[],0,xmlSwitchEncoding\b,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,26,docker,vulnscan,"docker exec vulnscan sed -n '3100,3190p' /src/libxml2/HTMLparser.c","Read htmlParseCharDataInternal from beginning, including line 3185",sed,"[""sed""]",read,"[""/src/libxml2/HTMLparser.c""]",1,"[[3100, 3190]]",91,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,28,docker,vulnscan,docker exec vulnscan grep -n 'CUR_CHAR' /src/libxml2/HTMLparser.c | head -20,Find CUR_CHAR macro usage in HTMLparser.c,grep,"[""grep"", ""head""]",search,"[""/src/libxml2/HTMLparser.c""]",1,[],0,CUR_CHAR,True,False,9,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,29,docker,vulnscan,docker exec vulnscan grep -n 'define CUR_CHAR' /src/libxml2/HTMLparser.c,Find CUR_CHAR macro definition,grep,"[""grep""]",search,"[""/src/libxml2/HTMLparser.c""]",1,[],0,define CUR_CHAR,False,False,9,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,31,docker,vulnscan,"docker exec vulnscan grep -rn ""^xmlSwitchEncoding\b"" /src/libxml2/",Find xmlSwitchEncoding function definition,grep,"[""grep""]",search,[],0,[],0,^xmlSwitchEncoding\b,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,32,docker,vulnscan,"docker exec vulnscan sed -n '1206,1280p' /src/libxml2/parserInternals.c",Read xmlSwitchEncoding function,sed,"[""sed""]",read,"[""/src/libxml2/parserInternals.c""]",1,"[[1206, 1280]]",75,,False,False,21,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,34,docker,vulnscan,"docker exec vulnscan grep -n ""^xmlSwitchInputEncoding"" /src/libxml2/parserInternals.c",Find xmlSwitchInputEncoding definition,grep,"[""grep""]",search,"[""/src/libxml2/parserInternals.c""]",1,[],0,^xmlSwitchInputEncoding,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,35,docker,vulnscan,"docker exec vulnscan sed -n '1296,1410p' /src/libxml2/parserInternals.c",Read xmlSwitchInputEncoding function,sed,"[""sed""]",read,"[""/src/libxml2/parserInternals.c""]",1,"[[1296, 1410]]",115,,False,False,24,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,37,docker,vulnscan,"docker exec vulnscan sed -n '3170,3260p' /src/libxml2/xmlIO.c",Read xmlParserInputBufferGrow around line 3218,sed,"[""sed""]",read,"[""/src/libxml2/xmlIO.c""]",1,"[[3170, 3260]]",91,,False,False,26,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,40,docker,vulnscan,"docker exec vulnscan sed -n '370,420p' /src/libxml2/buf.c",Read xmlBufGrowInternal to see line 412,sed,"[""sed""]",read,"[""/src/libxml2/buf.c""]",1,"[[370, 420]]",51,,False,False,10,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,42,docker,vulnscan,"docker exec vulnscan grep -n '' /src/libxml2/buf.c | sed -n '400,425p'",Get exact line numbers for realloc in xmlBufGrowInternal,grep,"[""grep"", ""sed""]",search,"[""/src/libxml2/buf.c""]",1,"[[400, 425]]",26,,True,False,9,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,45,docker,vulnscan,"docker exec vulnscan sed -n '80,110p' /src/libxml2/fuzz/fuzz.c",Read xmlFuzzRealloc around line 96,sed,"[""sed""]",read,"[""/src/libxml2/fuzz/fuzz.c""]",1,"[[80, 110]]",31,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,46,docker,vulnscan,"docker exec vulnscan grep -n ""xmlCharEncInput"" /src/libxml2/encoding.c",Find xmlCharEncInput function in encoding.c,grep,"[""grep""]",search,"[""/src/libxml2/encoding.c""]",1,[],0,xmlCharEncInput,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,48,docker,vulnscan,"docker exec vulnscan sed -n '2249,2370p' /src/libxml2/encoding.c",Read xmlCharEncInput function,sed,"[""sed""]",read,"[""/src/libxml2/encoding.c""]",1,"[[2249, 2370]]",122,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,51,docker,vulnscan,docker exec vulnscan grep -n 'define NEXTL\|define SHRINK\|define GROW' /src/libxml2/HTMLparser.c,"Find NEXTL, SHRINK, GROW macro definitions",grep,"[""grep""]",search,"[""/src/libxml2/HTMLparser.c""]",1,[],0,define NEXTL\|define SHRINK\|define GROW,True,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,52,docker,vulnscan,"docker exec vulnscan sed -n '6420,6450p' /src/libxml2/HTMLparser.c",Read htmlDoRead around line 6435,sed,"[""sed""]",read,"[""/src/libxml2/HTMLparser.c""]",1,"[[6420, 6450]]",31,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,53,docker,vulnscan,"docker exec vulnscan sed -n '256,300p' /src/libxml2/HTMLparser.c","Read SHRINK, GROW, and NEXTL macro definitions",sed,"[""sed""]",read,"[""/src/libxml2/HTMLparser.c""]",1,"[[256, 300]]",45,,False,False,25,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,56,docker,vulnscan,"docker exec vulnscan grep -n ""^xmlParserShrink"" /src/libxml2/parserInternals.c",Find xmlParserShrink function,grep,"[""grep""]",search,"[""/src/libxml2/parserInternals.c""]",1,[],0,^xmlParserShrink,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,57,docker,vulnscan,"docker exec vulnscan sed -n '662,720p' /src/libxml2/parserInternals.c",Read xmlParserShrink function,sed,"[""sed""]",read,"[""/src/libxml2/parserInternals.c""]",1,"[[662, 720]]",59,,False,False,25,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,59,docker,vulnscan,"docker exec vulnscan grep -n '' /src/libxml2/xmlIO.c | sed -n '3196,3260p'",Read xmlParserInputBufferGrow with exact line numbers,grep,"[""grep"", ""sed""]",search,"[""/src/libxml2/xmlIO.c""]",1,"[[3196, 3260]]",65,,True,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,62,docker,vulnscan,"docker exec vulnscan sed -n '6720,6750p' /src/libxml2/HTMLparser.c",Read htmlCtxtReadMemory around line 6735,sed,"[""sed""]",read,"[""/src/libxml2/HTMLparser.c""]",1,"[[6720, 6750]]",31,,False,False,1,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,63,docker,vulnscan,"docker exec vulnscan sed -n '30,60p' /src/libxml2/fuzz/html.c",Read fuzzer entry point,sed,"[""sed""]",read,"[""/src/libxml2/fuzz/html.c""]",1,"[[30, 60]]",31,,False,False,1,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,66,docker,vulnscan,"docker exec vulnscan grep -n ""xmlParserInputBufferCreateMem"" /src/libxml2/xmlIO.c",Find xmlParserInputBufferCreateMem,grep,"[""grep""]",search,"[""/src/libxml2/xmlIO.c""]",1,[],0,xmlParserInputBufferCreateMem,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,67,docker,vulnscan,"docker exec vulnscan sed -n '2876,2910p' /src/libxml2/xmlIO.c",Read xmlParserInputBufferCreateMem,sed,"[""sed""]",read,"[""/src/libxml2/xmlIO.c""]",1,"[[2876, 2910]]",35,,False,False,25,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,68,docker,vulnscan,"docker exec vulnscan grep -n ""xmlMemRead"" /src/libxml2/xmlIO.c",Find xmlMemRead function,grep,"[""grep""]",search,"[""/src/libxml2/xmlIO.c""]",1,[],0,xmlMemRead,False,False,25,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,69,docker,vulnscan,"docker exec vulnscan sed -n '2841,2870p' /src/libxml2/xmlIO.c",Read xmlMemRead function,sed,"[""sed""]",read,"[""/src/libxml2/xmlIO.c""]",1,"[[2841, 2870]]",30,,False,False,24,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,72,docker,vulnscan,"docker exec vulnscan grep -n ""^xmlBufCreate"" /src/libxml2/buf.c",Find xmlBufCreate definition,grep,"[""grep""]",search,"[""/src/libxml2/buf.c""]",1,[],0,^xmlBufCreate,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,73,docker,vulnscan,"docker exec vulnscan sed -n '120,180p' /src/libxml2/buf.c",Read xmlBufCreate function,sed,"[""sed""]",read,"[""/src/libxml2/buf.c""]",1,"[[120, 180]]",61,,False,False,24,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,76,docker,vulnscan,"docker exec vulnscan grep -n ""^xmlBufAddLen\|^int xmlBufAddLen\|^size_t xmlBufAddLen"" /src/libxml2/buf.c",Find xmlBufAddLen in buf.c,grep,"[""grep""]",search,"[""/src/libxml2/buf.c""]",1,[],0,^xmlBufAddLen\|^int xmlBufAddLen\|^size_t xmlBufAddLen,True,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,77,docker,vulnscan,"docker exec vulnscan sed -n '521,545p' /src/libxml2/buf.c",Read xmlBufAddLen function,sed,"[""sed""]",read,"[""/src/libxml2/buf.c""]",1,"[[521, 545]]",25,,False,False,25,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,80,docker,vulnscan,"docker exec vulnscan grep -n ""xmlAllocParserInputBuffer"" /src/libxml2/xmlIO.c",Find xmlAllocParserInputBuffer,grep,"[""grep""]",search,"[""/src/libxml2/xmlIO.c""]",1,[],0,xmlAllocParserInputBuffer,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul-1773719147-loc,81,docker,vulnscan,"docker exec vulnscan grep -n ""^xmlBufShrink\|xmlBufShrink("" /src/libxml2/buf.c | head -5",Find xmlBufShrink function,grep,"[""grep"", ""head""]",search,"[""/src/libxml2/buf.c""]",1,[],0,^xmlBufShrink\|xmlBufShrink(,True,False,8,loc,42531212,libxml2,,,
